##Supplementary Table 1. Accession numbers of YKOC colonies sequenced.		
##LEGEND		
##Deletion_Strain	Unique ID identifying the KO strain from which colonies were derived	
##SD_code	Unique ID identifying a single colony	
##ERS accession number	Accession code to download data from the European Nucleotide Archive	
#Deletion_Strain	SD_code	ERS accession number
Del1411_MSI1	SD2273b2	ERS902914
Del1412_YBR197C	SD2274b	ERS902915
Del1412_YBR197C	SD2274b2	ERS902916
Del1413_KTR4	SD2275b	ERS902917
Del1413_KTR4	SD2275b2	ERS902918
Del1414_BEM1	SD2276b	ERS970025
Del1414_BEM1	SD2276b2	ERS970026
Del1415_DER1	SD2277b	ERS902921
Del1415_DER1	SD2277b2	ERS902922
Del1416_COS111	SD2278b	ERS902923
Del1416_COS111	SD2278b2	ERS902924
Del1417_LDH1	SD2279b	ERS902925
Del1417_LDH1	SD2279b2	ERS902926
Del1418_KTR3	SD2280b	ERS902927
Del1418_KTR3	SD2280b2	ERS902928
Del1419_YBR206W	SD2281b	ERS902929
Del1419_YBR206W	SD2281b2	ERS902930
Del1420_FTH1	SD2282b	ERS902931
Del1420_FTH1	SD2282b2	ERS902932
Del1421_DUR1,2	SD2283b	ERS902933
Del1421_DUR1,2	SD2283b2	ERS902934
Del1422_ERV15	SD2284b	ERS902935
Del1422_ERV15	SD2284b2	ERS902936
Del1423_NGR1	SD2285b	ERS902937
Del1423_NGR1	SD2285b2	ERS902938
Del1424_MET8	SD2286b	ERS902939
Del1424_MET8	SD2286b2	ERS902940
Del1425_SDS24	SD2287b	ERS902941
Del1425_SDS24	SD2287b2	ERS902942
Del1426_HPC2	SD2288b	ERS902943
Del1426_HPC2	SD2288b2	ERS902944
Del1427_YBP1	SD2289b	ERS902945
Del1427_YBP1	SD2289b2	ERS902946
Del1428_ATG12	SD2290b	ERS902947
Del1428_ATG12	SD2290b2	ERS902948
Del1429_PYC2	SD2291b	ERS902949
Del1429_PYC2	SD2291b2	ERS902950
Del1430_YBR219C	SD2292b	ERS902951
Del1430_YBR219C	SD2292b2	ERS902952
Del1431_YBR220C	SD2293b	ERS902953
Del1431_YBR220C	SD2293b2	ERS902954
Del1432_PDB1	SD2294b	ERS1042721
Del1432_PDB1	SD2294b2	ERS1042722
Del1433_PCS60	SD2295b	ERS902919
Del1433_PCS60	SD2295b2	ERS902920
Del1434_TDP1	SD2296b	ERS902955
Del1434_TDP1	SD2296b2	ERS902956
Del1435_YBR224W	SD2297b	ERS902957
Del1435_YBR224W	SD2297b2	ERS902958
Del1436_YBR225W	SD2298b	ERS902959
Del1436_YBR225W	SD2298b2	ERS902960
Del1437_YBR226C	SD2299b	ERS902961
Del1437_YBR226C	SD2299b2	ERS902962
Del1438_MCX1	SD2300b2	ERS902964
Del1439_SLX1	SD2301b	ERS902965
Del1439_SLX1	SD2301b2	ERS902966
Del1440_ROT2	SD2302b	ERS902967
Del1440_ROT2	SD2302b2	ERS902968
Del1441_OM14	SD2303b	ERS902969
Del1441_OM14	SD2303b2	ERS902970
Del1442_SWC5	SD2304b	ERS902971
Del1442_SWC5	SD2304b2	ERS902972
Del1443_PBP2	SD2305b	ERS902973
Del1443_PBP2	SD2305b2	ERS902974
Del1444_VHC1	SD2306b	ERS902975
Del1444_VHC1	SD2306b2	ERS902976
Del1445_YBR238C	SD2307b	ERS902977
Del1445_YBR238C	SD2307b2	ERS902978
Del1446_ERT1	SD2308b	ERS902979
Del1446_ERT1	SD2308b2	ERS902980
Del1447_THI2	SD2309b	ERS902981
Del1447_THI2	SD2309b2	ERS902982
Del1448_YBR241C	SD2310b	ERS902983
Del1448_YBR241C	SD2310b2	ERS902984
Del1449_YBR242W	SD2311b	ERS902985
Del1449_YBR242W	SD2311b2	ERS902986
Del1450_GPX2	SD2312b	ERS902987
Del1450_GPX2	SD2312b2	ERS902988
Del1451_ISW1	SD2313b	ERS902989
Del1451_ISW1	SD2313b2	ERS902990
Del1452_RRT2	SD2314b	ERS902991
Del1452_RRT2	SD2314b2	ERS902992
Del1453_HIS7	SD2315b	ERS902993
Del1453_HIS7	SD2315b2	ERS902994
Del1454_ARO4	SD2316b	ERS902995
Del1454_ARO4	SD2316b2	ERS902996
Del1455_SPO23	SD2317b	ERS902997
Del1455_SPO23	SD2317b2	ERS902998
Del1455_SPO23	SD2318b	ERS902999
Del1457_MTC4	SD2319b2	ERS903002
Del1458_SHG1	SD2320b	ERS903003
Del1458_SHG1	SD2320b2	ERS903004
Del1459_YBR259W	SD2321b	ERS903005
Del1459_YBR259W	SD2321b2	ERS903006
Del1460_RGD1	SD2322b	ERS903007
Del1460_RGD1	SD2322b2	ERS903008
Del1461_TAE1	SD2323b	ERS952986
Del1461_TAE1	SD2323b2	ERS952987
Del1462_MIC12	SD2324b	ERS952988
Del1462_MIC12	SD2324b2	ERS952989
Del1463_SHM1	SD2325b	ERS903013
Del1463_SHM1	SD2325b2	ERS903014
Del1464_YPT10	SD2326b	ERS903015
Del1464_YPT10	SD2326b2	ERS903016
Del1465_SLM6	SD2327b	ERS970027
Del1465_SLM6	SD2327b2	ERS970028
Del1466_REI1	SD2328b	ERS970029
Del1466_REI1	SD2328b2	ERS970030
Del1467_MRPL37	SD2329b	ERS903021
Del1467_MRPL37	SD2329b2	ERS903022
Del1468_RER1	SD2330b	ERS903023
Del1469_YCL002C	SD2331b	ERS903025
Del1469_YCL002C	SD2331b2	ERS903026
Del1470_LDB16	SD2332b	ERS903027
Del1470_LDB16	SD2332b2	ERS903028
Del1471_YCL006C	SD2333b	ERS903029
Del1471_YCL006C	SD2333b2	ERS903030
Del1472_YCL007C	SD2334b	ERS903031
Del1472_YCL007C	SD2334b2	ERS903032
Del1473_STP22	SD2335b	ERS903033
Del1473_STP22	SD2335b2	ERS903034
Del1474_ILV6	SD2336b	ERS903035
Del1474_ILV6	SD2336b2	ERS903036
Del1475_SGF29	SD2337b	ERS903037
Del1475_SGF29	SD2337b2	ERS903038
Del1476_GBP2	SD2338b	ERS903039
Del1477_YCL012W	SD2339b	ERS903041
Del1477_YCL012W	SD2339b2	ERS903042
Del1478_YCL013W	SD2340b	ERS903043
Del1478_YCL013W	SD2340b2	ERS903044
Del1479_BUD3	SD2341b	ERS903045
Del1479_BUD3	SD2341b2	ERS903046
Del1480_DCC1	SD2342b	ERS903047
Del1480_DCC1	SD2342b2	ERS903048
Del1481_YCL023C	SD2343b	ERS903049
Del1481_YCL023C	SD2343b2	ERS903050
Del1482_KCC4	SD2344b2	ERS903010
Del1483_AGP1	SD2345b	ERS903011
Del1483_AGP1	SD2345b2	ERS903012
Del1484_YCL026C	SD2346b	ERS903017
Del1484_YCL026C	SD2346b2	ERS903018
Del1485_FUS1	SD2347b	ERS903019
Del1485_FUS1	SD2347b2	ERS903020
Del1486_RNQ1	SD2348b	ERS903071
Del1486_RNQ1	SD2348b2	ERS903072
Del1487_BIK1	SD2349b	ERS903073
Del1487_BIK1	SD2349b2	ERS903074
Del1488_HIS4	SD2350b	ERS903075
Del1488_HIS4	SD2350b2	ERS903076
Del1489_STE50	SD2351b2	ERS903078
Del1490_MXR2	SD2352b3	ERS1076716
Del1490_MXR2	SD2352b4	ERS1076717
Del1491_LSB5	SD2353b	ERS903081
Del1491_LSB5	SD2353b2	ERS903082
Del1492_GFD2	SD2354b	ERS903083
Del1492_GFD2	SD2354b2	ERS903084
Del1493_SRO9	SD2355b	ERS903593
Del1494_GID7	SD2356b	ERS903603
Del1494_GID7	SD2356b2	ERS903604
Del1495_GLK1	SD2357b	ERS903085
Del1495_GLK1	SD2357b2	ERS903086
Del1496_YCL042W	SD2358b	ERS903087
Del1496_YCL042W	SD2358b2	ERS903088
Del1497_MGR1	SD2359b	ERS903089
Del1497_MGR1	SD2359b2	ERS903090
Del1498_EMC1	SD2360b	ERS947457
Del1498_EMC1	SD2360b2	ERS947458
Del1499_YCL046W	SD2361b	ERS903091
Del1499_YCL046W	SD2361b2	ERS903092
Del1500_POF1	SD2362b	ERS903093
Del1500_POF1	SD2362b2	ERS903094
Del1501_SPS22	SD2363b	ERS903095
Del1501_SPS22	SD2363b2	ERS903096
Del1502_YCL049C	SD2364b	ERS903097
Del1502_YCL049C	SD2364b2	ERS947459
Del1503_APA1	SD2365b	ERS903098
Del1503_APA1	SD2365b2	ERS903099
Del1504_LRE1	SD2366b	ERS903100
Del1505_KAR4	SD2367b	ERS903102
Del1505_KAR4	SD2367b2	ERS903103
Del1506_PEX34	SD2368b	ERS903104
Del1506_PEX34	SD2368b2	ERS947456
Del1507_PRD1	SD2369b	ERS903105
Del1507_PRD1	SD2369b2	ERS903106
Del1508_YCL060C	SD2370b	ERS903107
Del1508_YCL060C	SD2370b2	ERS903108
Del1509_MRC1	SD2371b	ERS903109
Del1509_MRC1	SD2371b2	ERS903110
Del1510_YCL062W	SD2372b2	ERS903112
Del1511_VAC17	SD2373b	ERS903113
Del1511_VAC17	SD2373b2	ERS903114
Del1512_CHA1	SD2374b	ERS952946
Del1512_CHA1	SD2374b2	ERS952947
Del1513_VBA3	SD2375b	ERS903115
Del1513_VBA3	SD2375b2	ERS903116
Del1514_YCR001W	SD2376b	ERS903117
Del1514_YCR001W	SD2376b2	ERS903118
Del1515_CDC10	SD2377b	ERS903119
Del1515_CDC10	SD2377b2	ERS903120
Del1516_MRPL32	SD2378b	ERS903121
Del1516_MRPL32	SD2378b2	ERS903122
Del1517_YCP4	SD2379b	ERS903123
Del1517_YCP4	SD2379b2	ERS903124
Del1518_CIT2	SD2380b	ERS903125
Del1518_CIT2	SD2380b2	ERS903126
Del1519_YCR006C	SD2381b	ERS903127
Del1519_YCR006C	SD2381b2	ERS903128
Del1520_YCR007C	SD2382b	ERS903129
Del1520_YCR007C	SD2382b2	ERS903130
Del1521_SAT4	SD2383b	ERS903131
Del1521_SAT4	SD2383b2	ERS903132
Del1522_RVS161	SD2384b	ERS903133
Del1522_RVS161	SD2384b2	ERS903134
Del1523_ADY2	SD2385b	ERS903135
Del1523_ADY2	SD2385b2	ERS903136
Del1524_ADP1	SD2386b2	ERS903138
Del1525_POL4	SD2387b	ERS903139
Del1525_POL4	SD2387b2	ERS903140
Del1526_YCR015C	SD2388b	ERS903141
Del1526_YCR015C	SD2388b2	ERS903142
Del1527_YCR016W	SD2389b	ERS903143
Del1527_YCR016W	SD2389b2	ERS903144
Del1528_CWH43	SD2390b	ERS903145
Del1528_CWH43	SD2390b2	ERS903146
Del1529_MAK32	SD2391b	ERS903147
Del1529_MAK32	SD2391b2	ERS903148
Del1530_PET18	SD2392b	ERS903149
Del1530_PET18	SD2392b2	ERS903150
Del1531_MAK31	SD2393b	ERS903151
Del1531_MAK31	SD2393b2	ERS903152
Del1532_HSP30	SD2394b	ERS903153
Del1532_HSP30	SD2394b2	ERS903154
Del1533_YCR022C	SD2395b	ERS903155
Del1533_YCR022C	SD2395b2	ERS903156
Del1534_YCR023C	SD2396b	ERS903157
Del1534_YCR023C	SD2396b2	ERS903158
Del1535_RMD1	SD2397b	ERS903159
Del1535_RMD1	SD2397b2	ERS903160
Del1536_NHP10	SD2398b	ERS903161
Del1536_NHP10	SD2398b2	ERS903162
Del1537_MED2	SD2399b	ERS903163
Del1537_MED2	SD2399b2	ERS903164
Del1538_PTC1	SD2400b	ERS903165
Del1538_PTC1	SD2400b2	ERS903166
Del1539_YDL009C	SD2401b	ERS903167
Del1539_YDL009C	SD2401b2	ERS903168
Del1540_GRX6	SD2402b	ERS903169
Del1540_GRX6	SD2402b2	ERS903170
Del1541_YDL011C	SD2403b	ERS903171
Del1541_YDL011C	SD2403b2	ERS903172
Del1542_YDL012C	SD2404b	ERS903173
Del1542_YDL012C	SD2404b2	ERS903174
Del1543_SLX5	SD2405b	ERS903175
Del1543_SLX5	SD2405b2	ERS903176
Del1544_ERP3	SD2406b	ERS903177
Del1544_ERP3	SD2406b2	ERS903178
Del1545_OSH2	SD2407b	ERS903179
Del1545_OSH2	SD2407b2	ERS903180
Del1546_RPN4	SD2408b	ERS903181
Del1546_RPN4	SD2408b2	ERS903182
Del1547_GPM2	SD2409b	ERS903183
Del1547_GPM2	SD2409b2	ERS903184
Del1548_GPD1	SD2410b	ERS903185
Del1548_GPD1	SD2410b2	ERS903186
Del1549_YDL023C	SD2411b	ERS903187
Del1549_YDL023C	SD2411b2	ERS903188
Del1550_DIA3	SD2412b	ERS903189
Del1550_DIA3	SD2412b2	ERS903190
Del1551_RTK1	SD2413b	ERS903191
Del1551_RTK1	SD2413b2	ERS903192
Del1552_YDL026W	SD2414b	ERS903193
Del1552_YDL026W	SD2414b2	ERS903194
Del1553_YDL027C	SD2415b	ERS903195
Del1553_YDL027C	SD2415b2	ERS903196
Del1554_YDL032W	SD2416b	ERS903197
Del1554_YDL032W	SD2416b2	ERS903198
Del1555_SLM3	SD2417b	ERS903199
Del1555_SLM3	SD2417b2	ERS903200
Del1556_YDL034W	SD2418b	ERS903201
Del1556_YDL034W	SD2418b2	ERS903202
Del1557_GPR1	SD2419b	ERS903203
Del1557_GPR1	SD2419b2	ERS903204
Del1558_PUS9	SD2420b	ERS903205
Del1559_BSC1	SD2421b	ERS903207
Del1559_BSC1	SD2421b2	ERS903208
Del1560_YDL038C	SD2422b	ERS903209
Del1560_YDL038C	SD2422b2	ERS903210
Del1561_PRM7	SD2423b	ERS903211
Del1561_PRM7	SD2423b2	ERS903212
Del1562_NAT1	SD2424b	ERS903213
Del1562_NAT1	SD2424b2	ERS903214
Del1563_YDL041W	SD2425b	ERS903215
Del1563_YDL041W	SD2425b2	ERS903216
Del1564_SIR2	SD2426b	ERS903217
Del1564_SIR2	SD2426b2	ERS903218
Del1565_MTF2	SD2427b	ERS903219
Del1565_MTF2	SD2427b2	ERS903220
Del1566_MRP10	SD2428b	ERS903221
Del1566_MRP10	SD2428b2	ERS903222
Del1567_NPC2	SD2429b	ERS903223
Del1567_NPC2	SD2429b2	ERS903224
Del1568_SIT4	SD2430b	ERS903225
Del1568_SIT4	SD2430b2	ERS903226
Del1569_STP4	SD2431b	ERS903227
Del1569_STP4	SD2431b2	ERS903228
Del1570_KNH1	SD2432b	ERS903229
Del1570_KNH1	SD2432b2	ERS903230
Del1571_YDL050C	SD2433b	ERS903231
Del1571_YDL050C	SD2433b2	ERS903232
Del1572_LHP1	SD2434b	ERS903233
Del1572_LHP1	SD2434b2	ERS903234
Del1573_SLC1	SD2435b	ERS903235
Del1573_SLC1	SD2435b2	ERS903236
Del1574_PBP4	SD2436b	ERS952990
Del1574_PBP4	SD2436b2	ERS952991
Del1575_MCH1	SD2437b	ERS903239
Del1575_MCH1	SD2437b2	ERS903240
Del1576_MBP1	SD2438b	ERS903241
Del1576_MBP1	SD2438b2	ERS903242
Del1577_YDL057W	SD2439b	ERS903243
Del1577_YDL057W	SD2439b2	ERS903244
Del1578_RAD59	SD2440b	ERS903245
Del1578_RAD59	SD2440b2	ERS903246
Del1579_RPS29B	SD2441b	ERS903247
Del1579_RPS29B	SD2441b2	ERS903248
Del1580_YDL062W	SD2442b	ERS903249
Del1580_YDL062W	SD2442b2	ERS903250
Del1581_SYO1	SD2443b	ERS903251
Del1581_SYO1	SD2443b2	ERS903252
Del1582_PEX19	SD2444b	ERS903253
Del1582_PEX19	SD2444b2	ERS903254
Del1583_IDP1	SD2445b	ERS903255
Del1583_IDP1	SD2445b2	ERS903256
Del1584_COX9	SD2446b	ERS1042879
Del1584_COX9	SD2446b2	ERS1042880
Del1585_YDL068W	SD2447b	ERS952992
Del1585_YDL068W	SD2447b2	ERS952993
Del1586_CBS1	SD2448b	ERS903261
Del1586_CBS1	SD2448b2	ERS903262
Del1587_BDF2	SD2449b	ERS952994
Del1587_BDF2	SD2449b2	ERS952995
Del1588_YDL071C	SD2450b	ERS903265
Del1588_YDL071C	SD2450b2	ERS903266
Del1589_YET3	SD2451b	ERS903267
Del1589_YET3	SD2451b2	ERS903268
Del1590_YDL073W	SD2452b	ERS903269
Del1590_YDL073W	SD2452b2	ERS903270
Del1591_BRE1	SD2453b	ERS903271
Del1591_BRE1	SD2453b2	ERS903272
Del1581_SYO1	SD2454b	ERS1042723
Del1581_SYO1	SD2454b2	ERS1042724
Del1593_RXT3	SD2455b	ERS903275
Del1593_RXT3	SD2455b2	ERS903276
Del1594_VAM6	SD2456b	ERS903277
Del1594_VAM6	SD2456b2	ERS903278
Del1595_MDH3	SD2457b	ERS903279
Del1595_MDH3	SD2457b2	ERS903280
Del1596_MRK1	SD2458b	ERS903281
Del1596_MRK1	SD2458b2	ERS903282
Del1597_THI3	SD2459b	ERS903283
Del1597_THI3	SD2459b2	ERS903284
Del1598_RPP1A	SD2460b	ERS1042725
Del1598_RPP1A	SD2460b2	ERS1042726
Del1599_RPL13A	SD2461b	ERS970031
Del1599_RPL13A	SD2461b2	ERS970032
Del1600_RPS16B	SD2462b	ERS903289
Del1600_RPS16B	SD2462b2	ERS903290
Del1601_NDE2	SD2463b	ERS903291
Del1601_NDE2	SD2463b2	ERS903292
Del1602_YDL086W	SD2464b	ERS903293
Del1602_YDL086W	SD2464b2	ERS903294
Del1603_ASM4	SD2465b	ERS903295
Del1603_ASM4	SD2465b2	ERS903296
Del1604_NUR1	SD2466b	ERS903297
Del1604_NUR1	SD2466b2	ERS903298
Del1605_RAM1	SD2467b	ERS970033
Del1605_RAM1	SD2467b2	ERS970034
Del1606_UBX3	SD2468b	ERS903301
Del1606_UBX3	SD2468b2	ERS903302
Del1607_PMT5	SD2469b	ERS903303
Del1607_PMT5	SD2469b2	ERS903304
Del1608_YDL094C	SD2470b	ERS903305
Del1608_YDL094C	SD2470b2	ERS903306
Del1609_PMT1	SD2471b	ERS903307
Del1609_PMT1	SD2471b2	ERS903308
Del1610_OPI6	SD2472b	ERS903309
Del1610_OPI6	SD2472b2	ERS903310
Del1611_BUG1	SD2473b	ERS903311
Del1611_BUG1	SD2473b2	ERS903312
Del1612_GET3	SD2474b	ERS903313
Del1612_GET3	SD2474b2	ERS903314
Del1613_DUN1	SD2475b	ERS1042727
Del1613_DUN1	SD2475b2	ERS1042728
Del1614_QRI7	SD2476b	ERS903317
Del1614_QRI7	SD2476b2	ERS903318
Del1615_PHO2	SD2477b	ERS903319
Del1615_PHO2	SD2477b2	ERS903320
Del1616_MSS2	SD2478b	ERS903321
Del1616_MSS2	SD2478b2	ERS903322
Del1617_YDL109C	SD2479b	ERS903323
Del1617_YDL109C	SD2479b2	ERS903324
Del1618_TMA17	SD2480b	ERS903325
Del1618_TMA17	SD2480b2	ERS903326
Del1619_TRM3	SD2481b	ERS903327
Del1619_TRM3	SD2481b2	ERS903328
Del1620_ATG20	SD2482b	ERS903237
Del1620_ATG20	SD2482b2	ERS903238
Del1621_YDL114W	SD2483b	ERS903257
Del1621_YDL114W	SD2483b2	ERS903258
Del1622_IWR1	SD2484b	ERS970035
Del1622_IWR1	SD2484b2	ERS970036
Del1623_NUP84	SD2485b	ERS1042881
Del1623_NUP84	SD2485b2	ERS1042882
Del1624_CYK3	SD2486b	ERS903259
Del1624_CYK3	SD2486b2	ERS903260
Del1625_YDL118W	SD2487b	ERS1042729
Del1625_YDL118W	SD2487b2	ERS1042730
Del1626_YDL119C	SD2488b	ERS903263
Del1626_YDL119C	SD2488b2	ERS903264
Del1627_YDL121C	SD2489b	ERS903273
Del1627_YDL121C	SD2489b2	ERS903274
Del1628_UBP1	SD2490b	ERS903285
Del1629_SNA4	SD2491b	ERS903287
Del1629_SNA4	SD2491b2	ERS903288
Del1630_YDL124W	SD2492b	ERS903299
Del1630_YDL124W	SD2492b2	ERS903300
Del1631_HNT1	SD2493b	ERS903315
Del1631_HNT1	SD2493b2	ERS903316
Del1632_PCL2	SD2494b	ERS903329
Del1632_PCL2	SD2494b2	ERS903330
Del1633_VCX1	SD2495b	ERS903331
Del1633_VCX1	SD2495b2	ERS903332
Del1634_YDL129W	SD2496b	ERS903333
Del1634_YDL129W	SD2496b2	ERS903334
Del1635_RPP1B	SD2497b	ERS903335
Del1635_RPP1B	SD2497b2	ERS903336
Del1636_LYS21	SD2498b	ERS903337
Del1636_LYS21	SD2498b2	ERS903338
Del1637_SRF1	SD2499b	ERS903339
Del1637_SRF1	SD2499b2	ERS903340
Del1638_PPH21	SD2500b	ERS903341
Del1638_PPH21	SD2500b2	ERS903342
Del797_RPL41B	SD2501b	ERS903343
Del797_RPL41B	SD2501b2	ERS903344
Del1640_RDI1	SD2502b	ERS903345
Del1640_RDI1	SD2502b2	ERS903346
Del1641_RPL35B	SD2503b	ERS903347
Del1641_RPL35B	SD2503b2	ERS903348
Del1642_ARF2	SD2504b	ERS903349
Del1642_ARF2	SD2504b2	ERS903350
Del1643_RGT2	SD2505b	ERS903351
Del1643_RGT2	SD2505b2	ERS903352
Del1644_CRD1	SD2506b	ERS970037
Del1644_CRD1	SD2506b2	ERS970038
Del1645_YDL144C	SD2507b	ERS903355
Del1645_YDL144C	SD2507b2	ERS903356
Del1646_LDB17	SD2508b	ERS903357
Del1646_LDB17	SD2508b2	ERS903358
Del1647_ATG9	SD2509b	ERS903359
Del1647_ATG9	SD2509b2	ERS903360
Del1648_BUD30	SD2510b2	ERS970040
Del1649_MSH5	SD2511b	ERS903363
Del1649_MSH5	SD2511b2	ERS903364
Del1650_CLB3	SD2512b	ERS903365
Del1650_CLB3	SD2512b2	ERS903366
Del1651_CMR1	SD2513b	ERS903367
Del1651_CMR1	SD2513b2	ERS903368
Del1652_YDL157C	SD2514b	ERS903369
Del1652_YDL157C	SD2514b2	ERS903370
Del1653_DHH1	SD2515b	ERS903371
Del1653_DHH1	SD2515b2	ERS903372
Del1654_ENT1	SD2516b	ERS970041
Del1654_ENT1	SD2516b2	ERS970042
Del1655_YDL162C	SD2517b	ERS903375
Del1655_YDL162C	SD2517b2	ERS903376
Del1656_NRP1	SD2518b	ERS903377
Del1656_NRP1	SD2518b2	ERS903378
Del1657_SFA1	SD2519b	ERS903379
Del1657_SFA1	SD2519b2	ERS903380
Del1658_UGX2	SD2520b	ERS903381
Del1658_UGX2	SD2520b2	ERS903382
Del1659_UGA3	SD2521b	ERS903383
Del1659_UGA3	SD2521b2	ERS903384
Del1660_GLT1	SD2522b	ERS903385
Del1660_GLT1	SD2522b2	ERS903386
Del1661_YDL172C	SD2523b	ERS903387
Del1661_YDL172C	SD2523b2	ERS903388
Del1662_PAR32	SD2524b	ERS903389
Del1662_PAR32	SD2524b2	ERS903390
Del1663_DLD1	SD2525b	ERS903391
Del1663_DLD1	SD2525b2	ERS903392
Del1664_AIR2	SD2526b	ERS903393
Del1664_AIR2	SD2526b2	ERS903394
Del1665_YDL176W	SD2527b	ERS903395
Del1665_YDL176W	SD2527b2	ERS903396
Del1666_YDL177C	SD2528b	ERS903397
Del1666_YDL177C	SD2528b2	ERS903398
Del1667_DLD2	SD2529b	ERS903399
Del1667_DLD2	SD2529b2	ERS903400
Del1668_PCL9	SD2530b	ERS903401
Del1668_PCL9	SD2530b2	ERS903402
Del1669_YDL180W	SD2531b	ERS903403
Del1669_YDL180W	SD2531b2	ERS903404
Del1670_LYS20	SD2532b	ERS903405
Del1670_LYS20	SD2532b2	ERS903406
Del1671_YDL183C	SD2533b	ERS903407
Del1671_YDL183C	SD2533b2	ERS903408
Del1672_RPL41A	SD2534b	ERS903409
Del1672_RPL41A	SD2534b2	ERS903410
Del1673_VMA1	SD2535b	ERS903411
Del1673_VMA1	SD2535b2	ERS903412
Del1674_YDL186W	SD2536b	ERS903413
Del1674_YDL186W	SD2536b2	ERS903414
Del1675_YDL187C	SD2537b	ERS903415
Del1675_YDL187C	SD2537b2	ERS903416
Del1676_PPH22	SD2538b	ERS903417
Del1676_PPH22	SD2538b2	ERS903418
Del1677_RBS1	SD2539b	ERS903419
Del1677_RBS1	SD2539b2	ERS903420
Del1678_UFD2	SD2540b	ERS903421
Del1678_UFD2	SD2540b2	ERS903422
Del1679_RPL35A	SD2541b	ERS970043
Del1679_RPL35A	SD2541b2	ERS970044
Del1680_ARF1	SD2542b	ERS903353
Del1680_ARF1	SD2542b2	ERS903354
Del1681_ASF2	SD2543b	ERS903361
Del1681_ASF2	SD2543b2	ERS903362
Del1682_GGC1	SD2544b	ERS1019420
Del1682_GGC1	SD2544b2	ERS1019421
Del1683_YDL199C	SD2545b	ERS903373
Del1683_YDL199C	SD2545b2	ERS903374
Del1684_MGT1	SD2546b	ERS1019364
Del1684_MGT1	SD2546b2	ERS1019365
Del1685_TRM8	SD2547b	ERS903423
Del1685_TRM8	SD2547b2	ERS903424
Del1686_MRPL11	SD2548b	ERS903425
Del1686_MRPL11	SD2548b2	ERS903426
Del1687_ACK1	SD2549b	ERS952996
Del1687_ACK1	SD2549b2	ERS952997
Del1688_RTN2	SD2550b	ERS903429
Del1688_RTN2	SD2550b2	ERS903430
Del1689_YDL206W	SD2551b	ERS903431
Del1689_YDL206W	SD2551b2	ERS903432
Del1690_UGA4	SD2552b	ERS903433
Del1690_UGA4	SD2552b2	ERS903434
Del1691_YDL211C	SD2553b	ERS903435
Del1691_YDL211C	SD2553b2	ERS903436
Del1692_NOP6	SD2554b	ERS903437
Del1692_NOP6	SD2554b2	ERS903438
Del1693_PRR2	SD2555b	ERS903439
Del1693_PRR2	SD2555b2	ERS903440
Del1694_GDH2	SD2556b	ERS903441
Del1694_GDH2	SD2556b2	ERS903442
Del1695_RRI1	SD2557b	ERS903443
Del1695_RRI1	SD2557b2	ERS903444
Del1696_YDL218W	SD2558b	ERS903445
Del1696_YDL218W	SD2558b2	ERS903446
Del1697_DTD1	SD2559b	ERS903447
Del1697_DTD1	SD2559b2	ERS903448
Del1698_FMP45	SD2560b	ERS903449
Del1698_FMP45	SD2560b2	ERS903450
Del1699_HBT1	SD2561b	ERS903451
Del1699_HBT1	SD2561b2	ERS903452
Del1700_WHI4	SD2562b	ERS903453
Del1700_WHI4	SD2562b2	ERS903454
Del1701_SHS1	SD2563b	ERS903455
Del1701_SHS1	SD2563b2	ERS903456
Del1702_GCS1	SD2564b	ERS903457
Del1702_GCS1	SD2564b2	ERS903458
Del1703_HO	SD2565b	ERS903459
Del1703_HO	SD2565b2	ERS903460
Del1704_SSB1	SD2566b	ERS903461
Del1704_SSB1	SD2566b2	ERS903462
Del1705_PTP1	SD2567b	ERS903463
Del1705_PTP1	SD2567b2	ERS903464
Del1706_BRE4	SD2568b	ERS903465
Del1706_BRE4	SD2568b2	ERS903466
Del1707_OST4	SD2569b	ERS903467
Del1707_OST4	SD2569b2	ERS903468
Del1708_MFG1	SD2570b	ERS903469
Del1708_MFG1	SD2570b2	ERS903470
Del1709_GYP7	SD2571b	ERS903471
Del1709_GYP7	SD2571b2	ERS903472
Del1710_PHO13	SD2572b	ERS903473
Del1710_PHO13	SD2572b2	ERS903474
Del1711_AIM6	SD2573b	ERS903475
Del1711_AIM6	SD2573b2	ERS903476
Del1712_GUD1	SD2574b	ERS903477
Del1712_GUD1	SD2574b2	ERS903478
Del1713_ADY3	SD2575b	ERS903479
Del1713_ADY3	SD2575b2	ERS903480
Del1714_LRG1	SD2576b	ERS903481
Del1714_LRG1	SD2576b2	ERS903482
Del1715_YDL241W	SD2577b	ERS903483
Del1715_YDL241W	SD2577b2	ERS903484
Del1716_YDL242W	SD2578b	ERS903485
Del1716_YDL242W	SD2578b2	ERS903486
Del1717_AAD4	SD2579b	ERS903487
Del1717_AAD4	SD2579b2	ERS903488
Del1718_NTH1	SD2580b	ERS903489
Del1718_NTH1	SD2580b2	ERS903490
Del1719_RCR2	SD2581b	ERS903491
Del1719_RCR2	SD2581b2	ERS903492
Del1720_RAD57	SD2582b	ERS903493
Del1720_RAD57	SD2582b2	ERS903494
Del1721_MAF1	SD2583b	ERS903495
Del1721_MAF1	SD2583b2	ERS903496
Del1722_SOK1	SD2584b	ERS1019366
Del1722_SOK1	SD2584b2	ERS1019367
